series_name,series_slug_tr,series_slug_en,release_date,figure_name,figure_slug_tr,figure_slug_en,figure_number,figure_code,character_name,short_description_tr,short_description_en,figure_role,figure_type,min_price,max_price,avg_price,price_updated_at,rarity_level,rarity_score,series_score,value_score,demand_score,view_count_30d,collection_count_30d,favorite_count_30d,rating_count,piece_count,accessory_count,main_color,image_url,thumbnail_url,is_featured,is_active,is_published
LEGO® Minifigürler Serisi 18,lego-minifigurler-serisi-18,lego-minifigures-series-18,2018-04-01,Brick Suit Guy,brick-suit-guy,brick-suit-guy,16,col18-16,Brick Suit Guy,"Brick Suit Guy, LEGO ruhunu kostümüyle temsil eder. Mizahi, neşeli ve pozitif tavrıyla dikkat çeker. Yaratıcılığı teşvik eder; her ortama oyun ruhu taşır.",,LEGO Temsilcisi,Mizahi / Yaratıcı,8,8,8,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 18,lego-minifigurler-serisi-18,lego-minifigures-series-18,2018-04-01,Brick Suit Girl,brick-suit-girl,brick-suit-girl,17,col18-17,Brick Suit Girl,"Brick Suit Girl, renkli blok kostümüyle partilerin yıldızıdır. Enerjik, sempatik ve pozitif bir karakterdir; girdiği her yere yaratıcı bir dokunuş getirir.",,LEGO Temsilcisi,Pozitif / Enerjik,8,8,8,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Harry Potter (Hogwarts Robes),harry-potter-hogwarts-robes,harry-potter-hogwarts-robes,1,colHPFB-1,Harry Potter (Hogwarts Robes),"Harry Potter, cesareti ve liderliğiyle karanlığa karşı durur. Her savaşı dostları için verir, her kararı inancıyla alır.",,Kahraman,Cesur / Fedakâr,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Hermione Granger (Hogwarts Robes),hermione-granger-hogwarts-robes,hermione-granger-hogwarts-robes,2,colHPFB-2,Hermione Granger (Hogwarts Robes),"Hermione Granger, bilgeliğiyle büyü dünyasını aydınlatır. Akıllı, kararlı ve çözüm odaklıdır. Her zorluğun anahtarını bulur.",,Kahraman,Zeki / Kararlı,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Ron Weasley (Hogwarts Robes),ron-weasley-hogwarts-robes,ron-weasley-hogwarts-robes,3,colHPFB-3,Ron Weasley (Hogwarts Robes),"Ron Weasley, dostluğun en saf halidir. Neşeli, sadık ve içten bir kalbe sahiptir. Her korkusunu cesaretle yener.",,Kahraman,Sadık / Neşeli,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Draco Malfoy,draco-malfoy,draco-malfoy,4,colHPFB-4,Draco Malfoy,"Draco Malfoy, gururu ve rekabetiyle tanınır. Zeki, kibirli ama içten içe çatışma yaşayan bir karakterdir.",,Rakip,Zeki / Kibirli,9,9,9,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Neville Longbottom (Mandrake),neville-longbottom-mandrake,neville-longbottom-mandrake,5,colHPFB-5,Neville Longbottom (Mandrake),"Neville Longbottom, korkaklığını cesarete dönüştüren gizli kahramandır. Saf, içten ve kararlıdır.",,Kahraman,Saf / Kararlı,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Cho Chang,cho-chang,cho-chang,6,colHPFB-6,Cho Chang,"Cho Chang, zarafetiyle dikkat çeker. Duygusal, nazik ve vefalı bir ruha sahiptir.",,Kahraman,Nazik / Duygusal,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Dean Thomas,dean-thomas,dean-thomas,7,colHPFB-7,Dean Thomas,"Dean Thomas, sadakatiyle bilinir. Sanatçı ruhlu, yardımsever ve adaletlidir.",,Kahraman,Sanatçı Ruhlu / Adaletli,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Lord Voldemort,lord-voldemort,lord-voldemort,8,colHPFB-8,Lord Voldemort,"Lord Voldemort, karanlığın mutlak efendisidir. Acımasız, zeki ve güce aç bir karakterdir.",,Kötü Karakter,Acımasız / Zeki,12,12,12,,Çok Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Dobby,dobby,dobby,9,colHPFB-9,Dobby,"Dobby, özgürlüğün simgesidir. Cesur, duygusal ve fedakârdır. Her fedakârlığı sevgiyle yapar.",,Kahraman,Fedakâr / Duygusal,11,11,11,,Çok Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Cedric Diggory,cedric-diggory,cedric-diggory,10,colHPFB-10,Cedric Diggory,"Cedric Diggory, adaletin ve dürüstlüğün simgesidir. Cesur, asil ve centilmendir.",,Kahraman,Asil / Dürüst,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Mad-Eye Moody,mad-eye-moody,mad-eye-moody,11,colHPFB-11,Mad-Eye Moody,"Mad-Eye Moody, disiplinin ve temkinin ustasıdır. Paranoid ama bilge bir savaşçıdır.",,Bilge Karakter,Temkinli / Bilge,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Professor Flitwick,professor-flitwick,professor-flitwick,12,colHPFB-12,Professor Flitwick,"Professor Flitwick, eğlenceli bir büyü öğretmenidir. Kısa boyuna rağmen büyük bir kalbi vardır.",,Bilge Karakter,Eğlenceli / Öğretici,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Albus Dumbledore (Classic Robes),albus-dumbledore-classic-robes,albus-dumbledore-classic-robes,13,colHPFB-13,Albus Dumbledore (Classic Robes),"Albus Dumbledore, bilgelik ve affediciliğin sembolüdür. Güçlü, vizyoner ve sevgi doludur.",,Bilge Karakter,Vizyoner / Merhametli,11,11,11,,Çok Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Harry Potter (School Uniform),harry-potter-school-uniform,harry-potter-school-uniform,14,colHPFB-14,Harry Potter (School Uniform),"Harry Potter (Uniform), gençliğin umut dolu halidir. Heyecanlı, kararlı ve cesurdur.",,Kahraman,Cesur / Genç,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Newt Scamander,newt-scamander,newt-scamander,15,colHPFB-15,Newt Scamander,"Newt Scamander, büyü yaratıklarının dostudur. Merhametli, sabırlı ve doğa aşığıdır.",,Kahraman,Merhametli / Doğasever,11,11,11,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Tina Goldstein,tina-goldstein,tina-goldstein,16,colHPFB-16,Tina Goldstein,"Tina Goldstein, görevine bağlı bir kahramandır. Ciddi, dürüst ve yardımseverdir.",,Kahraman,Dürüst / Ciddi,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Jacob Kowalski,jacob-kowalski,jacob-kowalski,17,colHPFB-17,Jacob Kowalski,"Jacob Kowalski, büyü dünyasında kalbiyle yer alan bir insandır. Komik, sevecen ve saf kalplidir.",,Eğlenceli Karakter,Mizahi / Saf Kalpli,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Queenie Goldstein,queenie-goldstein,queenie-goldstein,18,colHPFB-18,Queenie Goldstein,"Queenie Goldstein, empati ve zarafetin sembolüdür. Neşeli, duygusal ve büyüleyicidir.",,Kahraman,Neşeli / Empatik,9,9,9,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Credence Barebone,credence-barebone,credence-barebone,19,colHPFB-19,Credence Barebone,"Credence Barebone, bastırılmış gücün ve kimlik arayışının temsilcisidir. Kırılgan ama güçlüdür.",,Kırılgan Karakter,Güçlü / Duygusal,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Percival Graves,percival-graves,percival-graves,20,colHPFB-20,Percival Graves,"Percival Graves, otoriter bir figürdür. Karizmatik ama gizemli bir karanlığa sahiptir.",,Karanlık Karakter,Karizmatik / Gizemli,11,11,11,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Grindelwald (Transforming Version),grindelwald-transforming-version,grindelwald-transforming-version,21,colHPFB-21,Grindelwald (Transforming Version),"Grindelwald, manipülasyonun ustasıdır. Büyüleyici, karizmatik ve acımasızdır.",,Kötü Karakter,Manipülatif / Karizmatik,12,12,12,,Çok Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Harry Potter and Fantastic Beasts,lego-minifigurler-serisi-harry-potter-and-fantastic-beasts,lego-minifigures-series-harry-potter-and-fantastic-beasts,2018-08-01,Niffler,niffler,niffler,22,colHPFB-22,Niffler,"Niffler, altın ve parlak nesnelerin peşinde koşan eğlenceli bir yaratıktır. Sevimli, açgözlü ama sempatiktir.",,Fantastik Yaratık,Eğlenceli / Açgözlü,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Unikitty (Classic Smile),unikitty-classic-smile,unikitty-classic-smile,1,colUK-1,Unikitty (Classic Smile),"Unikitty (Classic Smile), her güne neşeyle başlayan bir karakterdir. Renkli boynuzuyla pozitifliği simgeler. Her durumda gülümser.",,Duygusal Kahraman,Neşeli / Pozitif,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Unikitty (Angry),unikitty-angry,unikitty-angry,2,colUK-2,Unikitty (Angry),"Unikitty (Angry), öfkesini bile tatlı gösterir. Duygusal, dürüst ve içten tepkiler verir.",,Duygusal Kahraman,Kızgın / İçten,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Unikitty (Sleepy),unikitty-sleepy,unikitty-sleepy,3,colUK-3,Unikitty (Sleepy),"Unikitty (Sleepy), dinlenmeyi seven bir karakterdir. Yorgun ama huzurludur. Uykusunda bile sevimlidir.",,Duygusal Kahraman,Huzurlu / Uykucu,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Unikitty (Surprised),unikitty-surprised,unikitty-surprised,4,colUK-4,Unikitty (Surprised),"Unikitty (Surprised), meraklı ve enerjiktir. Her yeni şey karşısında şaşırarak tepki verir.",,Duygusal Kahraman,Meraklı / Enerjik,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Unikitty (Sad),unikitty-sad,unikitty-sad,5,colUK-5,Unikitty (Sad),"Unikitty (Sad), duygularını gizlemez. Üzüntüsü bile içten ve samimidir. Empati gücü yüksektir.",,Duygusal Kahraman,Üzgün / Empatik,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Unikitty (Happy),unikitty-happy,unikitty-happy,6,colUK-6,Unikitty (Happy),"Unikitty (Happy), sevincini paylaşarak çoğaltır. Umudu temsil eder.",,Duygusal Kahraman,Sevinçli / Umutlu,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Unikitty (Confused),unikitty-confused,unikitty-confused,7,colUK-7,Unikitty (Confused),"Unikitty (Confused), kafası karıştığında bile pozitif kalır. Her durumu anlamaya çalışır.",,Duygusal Kahraman,Kararsız / İyi Niyetli,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Unikitty (Royal),unikitty-royal,unikitty-royal,8,colUK-8,Unikitty (Royal),"Unikitty (Royal), zarafetiyle öne çıkar. Kraliyet duruşuyla liderlik yapar ama kalbi sevgi doludur.",,Kraliyet Karakteri,Zarif / Sevgi Dolu,9,9,9,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Puppycorn (Classic),puppycorn-classic,puppycorn-classic,9,colUK-9,Puppycorn (Classic),"Puppycorn (Classic), enerjik, sadık ve neşelidir. Her an oyuna hazırdır.",,Yardımcı,Enerjik / Sadık,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Puppycorn (Surprised),puppycorn-surprised,puppycorn-surprised,10,colUK-10,Puppycorn (Surprised),"Puppycorn (Surprised), şaşırdığında bile gülümser. Naif ve saf tepkileriyle sevimlidir.",,Yardımcı,Saf / Şaşkın,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Puppycorn (Sleepy),puppycorn-sleepy,puppycorn-sleepy,11,colUK-11,Puppycorn (Sleepy),"Puppycorn (Sleepy), günün sonunda dinlenmeyi hak eden sadık bir dosttur. Tatlı uykular onun uzmanlık alanıdır.",,Yardımcı,Huzurlu / Sevimli,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Unikitty!,lego-minifigurler-serisi-unikitty,lego-minifigures-series-unikitty,2018-08-01,Puppycorn (Happy),puppycorn-happy,puppycorn-happy,12,colUK-12,Puppycorn (Happy),"Puppycorn (Happy), neşesiyle etrafını aydınlatır. Kardeşi Unikitty kadar sevgi doludur.",,Yardımcı,Mutlu / Canlı,8,8,8,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Awesome Remix Emmet,awesome-remix-emmet,awesome-remix-emmet,1,colLM2-1,Awesome Remix Emmet,"Awesome Remix Emmet, müzik ritmini kalbinde hisseder. Hayal gücü ve iyimserliğiyle her zorluğu dansa dönüştürür.",,Müzik Kahramanı,Neşeli / Yaratıcı,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Battle-Ready Lucy,battle-ready-lucy,battle-ready-lucy,2,colLM2-2,Battle-Ready Lucy,"Battle-Ready Lucy, sertleşmiş bir dünyada bile umudunu korur. Cesaretiyle ilham verir.",,Direniş Lideri,Cesur / Kararlı,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Apocalypse Benny,apocalypse-benny,apocalypse-benny,3,colLM2-3,Apocalypse Benny,"Apocalypse Benny, kaskı kırılmış ama morali yüksek uzay maceracısıdır. Eski günlerin neşesini taşır.",,Nostaljik Kahraman,Komik / Dayanıklı,11,11,11,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Giraffe Guy,giraffe-guy,giraffe-guy,4,colLM2-4,Giraffe Guy,"Giraffe Guy, dev kostümüyle kalabalıkta hemen fark edilir. Eğlenceli, sevimli ve dikkat çekicidir.",,Kostümlü Karakter,Eğlenceli / Sevimli,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Crayon Girl,crayon-girl,crayon-girl,5,colLM2-5,Crayon Girl,"Crayon Girl, yaratıcılığı temsil eder. Renkleriyle karanlığı boyar, umudu yeniden çizer.",,Sanatçı,Renkli / Hayalperest,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Sherry Scratchen-Post & Cat,sherry-scratchen-post-cat,sherry-scratchen-post-cat,6,colLM2-6,Sherry Scratchen-Post & Cat,"Sherry Scratchen-Post & Cat, hayvan sevgisini her haliyle yaşatır. Kaotik ama komik bir enerjisi vardır.",,Hayvansever,Komik / Dağınık,9,9,9,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Candy Rapper,candy-rapper,candy-rapper,7,colLM2-7,Candy Rapper,"Candy Rapper, sahnelerin yıldızıdır. Tatlı, ritmik ve özgüvenlidir. Mikrofonu eline aldığında dünya susar.",,Pop Yıldızı,Ritmik / Parlak,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Gone Golfin’ President Business,gone-golfin-president-business,gone-golfin-president-business,8,colLM2-8,Gone Golfin’ President Business,"Gone Golfin’ President Business, iş stresini golfle atan bir patrondur. Artık daha rahat, mizahi bir karakterdir.",,Mizahi Yönetici,Rahat / Esprili,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Apocalypseburg Abe,apocalypseburg-abe,apocalypseburg-abe,9,colLM2-9,Apocalypseburg Abe,"Apocalypseburg Abe, klasik liderliğini kaybetmiş ama mizahını korumuştur. Kaos içinde düzen arar.",,Klasik Lider,Mizahi / Deneyimli,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Vest Friend Rex,vest-friend-rex,vest-friend-rex,10,colLM2-10,Vest Friend Rex,"Vest Friend Rex, dinamik, enerjik ve kahraman ruhludur. Dinozor dostlarıyla her maceraya atılmaya hazırdır.",,Kahraman Maceracı,Enerjik / Cesur,11,11,11,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Kitty Pop,kitty-pop,kitty-pop,11,colLM2-11,Kitty Pop,"Kitty Pop, müziğiyle evreni renklendirir. Pozitifliğiyle sahneyi ışığa boğar.",,Müzik Karakteri,Parlak / Neşeli,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Watermelon Dude,watermelon-dude,watermelon-dude,12,colLM2-12,Watermelon Dude,"Watermelon Dude, yaz ruhunu taşır. Serinlik ve eğlenceyi simgeler.",,Eğlenceli Karakter,Yaz Ruhlu / Komik,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Flashback Lucy,flashback-lucy,flashback-lucy,13,colLM2-13,Flashback Lucy,"Flashback Lucy, geçmişin masumiyetini hatırlatır. Eski günlerin coşkusunu yansıtır.",,Flashback Versiyonu,Masum / Duygusal,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Hula Lula,hula-lula,hula-lula,14,colLM2-14,Hula Lula,"Hula Lula, tropikal müziğin ve ritmin temsilcisidir. Danslarıyla neşe saçar.",,Dansçı,Tropikal / Pozitif,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Dorothy Gale & Toto,dorothy-gale-toto,dorothy-gale-toto,15,colLM2-15,Dorothy Gale & Toto,"Dorothy Gale & Toto, klasik hikâyeden gelen saf bir ruhtur. Cesur ve dost canlısıdır.",,Masal Kahramanı,Saf / Cesur,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Lego Movie 2,lego-minifigurler-serisi-the-lego-movie-2,lego-minifigures-series-the-lego-movie-2,2019-02-01,Cowardly Lion,cowardly-lion,cowardly-lion,16,colLM2-16,Cowardly Lion,"Cowardly Lion, korkularına rağmen savaşır. Kalbiyle kahraman olur.",,Korkak Kahraman,Sevimli / İçten,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Disney 2,lego-minifigurler-serisi-disney-2,lego-minifigures-series-disney-2,2019-05-01,Scarecrow,scarecrow,scarecrow,1,colLM2-17,Scarecrow,"Scarecrow, bilgeliğini samimiyetle taşır. Saf ama yardımseverdir.",,Bilge Yardımcı,Saf / Yardımsever,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Disney 2,lego-minifigurler-serisi-disney-2,lego-minifigures-series-disney-2,2019-05-01,Tin Man,tin-man,tin-man,2,colLM2-18,Tin Man,"Tin Man, duygularını keşfetmeye çalışan metal kalpli bir kahramandır.",,Metal Kahraman,Duygusal / Güçlü,11,11,11,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi Disney 2,lego-minifigurler-serisi-disney-2,lego-minifigures-series-disney-2,2019-05-01,Unikitty (Angry Mode),unikitty-angry-mode,unikitty-angry-mode,3,colLM2-19,Unikitty (Angry Mode),"Unikitty (Angry Mode), öfkesini renk patlamalarıyla dışa vurur. Duygusal ama güçlüdür.",,Duygusal Kahraman,Öfkeli / Renkli,12,12,12,,Çok Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
